method,num_eval_episodes,avg_reward,avg_delay,avg_energy,avg_deadline_violation,avg_ratio_violation,avg_assoc_violation,avg_schedule_violation,avg_candidate_violation,avg_bw_violation,avg_cpu_violation,avg_rate_violation,avg_nan_count,feasible_ratio,runtime_sec
Random,100,-610240.958876308,540.2760043574233,506.9427158058588,38.12306506465103,0.0,0.0,0.0,0.0,1.4974688156144109e-15,0.0,0.0003895070315745859,0.0,0.040999999999999995,3.9087936878204346
Greedy,100,-508369.06698566856,461.16989731684606,506.62833477462306,14.27227837115094,0.0,0.0,0.0,0.0,1.4548362514688052e-15,0.0,2.6381244900110235e-05,0.0,0.15200000000000002,4.152008771896362
Pure_MADDPG,100,-267370.5608706794,232.7073857926388,506.1002262091307,1.3515165972385974,0.0,0.0,0.0,0.0,1.502797886132612e-15,0.0,2.7012908894689794e-06,0.0,0.6960000000000001,5.0359132289886475
Proposed_full_stage2_fix,100,-142032.4713781818,108.81456775694113,505.7152209100029,0.0,0.0,0.0,0.0,0.0,1.4628298572461067e-15,0.0,1.4688537018875852e-06,0.0,0.7954999999999999,21.21867060661316
