method,num_eval_episodes,avg_reward,avg_delay,avg_energy,avg_deadline_violation,avg_ratio_violation,avg_assoc_violation,avg_schedule_violation,avg_candidate_violation,avg_bw_violation,avg_cpu_violation,avg_rate_violation,avg_nan_count,feasible_ratio,runtime_sec
Random,100,-513128.7688664334,221.61086749004136,506.6762250419317,35.03491443089063,0.0,0.0,0.0,0.0,1.1164402735630575e-15,0.0,6.954250857675549e-05,0.0,0.011500000000000002,2.4533631801605225
Greedy_Simple,100,-263099.6132748971,122.21885178892981,416.6117259296152,8.064934357079794,0.0,0.0,0.0,0.0,1.1848300118799673e-15,0.0,0.0,0.0,0.30499999999999994,2.311823606491089
Greedy,100,-410192.9435254912,179.79061339176496,506.3767184133436,15.843026040488718,0.0,0.0,0.0,0.0,1.1795009413617662e-15,0.0,0.0,0.0,0.0765,2.424663782119751
Pure_MADDPG,100,-73752.84249910509,19.641369541073722,505.47001053279405,0.0,0.0,0.0,0.0,0.0,1.128874771438859e-15,0.0,0.0,0.0,0.813,3.436107873916626
Proposed_full_stage2_fix,100,-149822.85744667292,57.490842658614746,504.9570305164482,0.4581096358718319,0.0,0.0,0.0,0.0,1.1519674103510626e-15,0.0,0.0,0.0,0.6564999999999999,15.008664846420288
