method,num_eval_episodes,avg_reward,avg_delay,avg_energy,avg_deadline_violation,feasible_ratio,runtime_sec
Random,100,-560836.9021622827,206.98554910483588,507.18594316214956,12.29385547657095,0.08550000000000002,2.6245484352111816
Greedy,100,-525842.0165939543,193.8522525683524,506.64019497757005,3.7716200206276627,0.1465,2.7498865127563477
Pure_MADDPG,100,-515751.3486340963,204.1780387103113,392.6418344339532,4.816681673781134,0.06049999999999999,3.8373992443084717
Proposed_full_stage2,100,-173062.51916536887,19.64204804758926,505.46999984757394,0.0,0.23199999999999998,11.782926559448242
