method,episode,episode_reward,avg_delay,avg_energy,avg_deadline_violation,feasible_ratio,episode_steps
Random,0,-2961042512.952199,1176281.8468549408,507.21889914858747,608432.7235245111,0.0,20
Random,1,-4778996854.620783,1962784.0616130817,506.9511218732323,853359.8047053497,0.0,20
Random,2,-6358810048.408071,2602348.130236431,506.93077719134726,1154063.7117223197,0.0,20
Random,3,-3854293523.169404,1612531.4830966596,507.18182589183004,629176.9457702244,0.0,20
Random,4,-2650393710.918728,1094812.1626644514,506.83059336324925,460706.9629240213,0.0,20
Random,5,-1949231434.630255,774860.9984285614,507.539803908101,399452.7426637884,0.0,20
Random,6,-2361618787.080593,974880.0838632507,507.20170824903164,411789.9449560126,0.0,20
Random,7,-1965128955.8917599,807182.7420568252,506.84333793467493,350698.2938939733,0.0,20
Random,8,-6505172302.815875,2633312.7737790216,507.3062785143537,1238490.0185331157,0.0,20
Random,9,-8371522823.226972,3454331.9448616663,506.9812458735091,1462793.7971190508,0.0,20
Random,10,-1904524476.932401,778017.2510798695,507.28426423781076,348433.3379486052,0.0,20
Random,11,-12833834031.462988,5275285.751948346,507.1459377619036,2283219.2867336185,0.0,20
Random,12,-8485530044.744728,3548700.3878153143,507.1747916690824,1388061.666788663,0.0,20
Random,13,-1193460001.1297975,470101.56263465167,507.41491331356536,253202.0861027326,0.0,20
Random,14,-3790591384.037695,1549901.2907623183,507.48329908885796,690739.6784156982,0.0,20
Random,15,-3081287467.028799,1256126.8091286097,507.617405483704,568977.5782230011,0.0,20
Random,16,-2598681208.453275,1025234.9305095182,506.4792970540825,548148.8266935403,0.0,20
Random,17,-1900668425.7515454,749364.0791046259,507.07217172577975,401892.0289896796,0.0,20
Random,18,-1045952679.2123045,439678.1232157329,506.45749672931726,166528.07694964795,0.0,20
Random,19,-4014478236.5979295,1670267.4168524572,507.6666431454125,673892.3646295499,0.0,20
Random,20,-3216236201.406296,1307411.4261101896,507.52633219494265,601350.4380908267,0.0,20
Random,21,-2447387070.243641,980186.9157494173,507.4581197067246,486951.9543122084,0.0,20
Random,22,-1593351364.2646732,659142.0826455548,507.3385655428133,275009.18317,0.0,20
Random,23,-975945612.5121474,392280.937603926,507.51760358213204,191314.3339913223,0.0,20
Random,24,-4660196143.800702,1895152.017764679,507.5808448098219,869823.353437881,0.0,20
Random,25,-2625189237.139847,1055172.3943949786,507.13025405666406,514782.7679709351,0.0,20
Random,26,-6869231080.270973,2703123.660369343,507.4080326444199,1462923.6645431374,0.0,20
Random,27,-2717441982.817351,1089298.3593360079,507.34556635887765,538779.5159354284,0.0,20
Random,28,-2355590698.9610143,948896.8614640571,507.2730319701409,457742.7321599054,0.0,20
Random,29,-1006593184.5049012,408190.9972137073,507.14702355453517,190145.15625031237,0.0,20
Random,30,-5424145786.922417,2143968.8466730635,507.32981021497636,1136181.211160855,0.0,20
Random,31,-2523581358.916012,1028982.3162130574,507.3596262011063,465553.29679266363,0.0,20
Random,32,-3930960253.3180723,1631475.8250930603,507.0353470515355,667975.6077913989,0.0,20
Random,33,-1628071530.4183369,638514.7749024801,507.2938191739405,350997.2847583663,0.0,20
Random,34,-4404398410.259057,1719679.8272011024,507.01848649350467,965002.9451490918,0.0,20
Random,35,-792924012.1096636,322750.6843954832,507.2747859759117,147360.2460318795,0.0,20
Random,36,-3157724066.9393964,1332721.3572562728,507.3186141057378,492228.78180224,0.0,20
Random,37,-8744640674.721468,3696639.3664433025,506.66926951755306,1351293.6027891063,0.0,20
Random,38,-3235367197.2751517,1314719.264444403,506.99471196838886,605865.7423289213,0.0,20
Random,39,-501955847.4902988,205652.6233083637,507.4956072415965,90589.32103304974,0.0,20
Random,40,-11858021006.068111,4870700.602136733,507.0236565588516,2116574.145864244,0.0,20
Random,41,-4184904469.9401045,1776792.6744575049,507.07767758989155,631272.905492143,0.0,20
Random,42,-5586275237.435478,2275417.3357588835,506.72072913751117,1035401.079887821,0.0,20
Random,43,-877633344.3060207,361217.72634876147,507.3101268979809,155143.34223671054,0.0,20
Random,44,-1303131017.8853824,519910.6137327441,507.55726171185233,263241.79827362567,0.0,20
Random,45,-1108530642.7382038,454028.57719608565,507.19422876156307,200419.38142099156,0.0,20
Random,46,-677348214.2635562,266331.9360496603,507.5141380455525,144630.8524786791,0.0,20
Random,47,-3344012026.9812055,1338663.8591498206,507.05901966489216,666615.7650635312,0.0,20
